y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
-0.18086,2.08845,0.01229,0.09645,-0.20526999999999998,-2.4977400000000003,-1.7231900000000002,0.7199800000000001,0.37975,0.8342299999999999,-0.0283,-0.5,-0.41455,16.48653,0.26455,-0.014480000000000002,-0.94444,1.40371,1.0,1.28346,-2.0045900000000003,0.18444000000000002,-0.23526999999999998,0.28099,0.34519,0.0974,-1.7796,-0.82214,-1.5,0.93947,1.21891,1.20105,0.5511199999999999,-2.44185,-1.3135299999999999,-3.8,-0.49671000000000004,-0.35128000000000004,0.0047799999999999995,5.36431,-1.98322,-0.25556,1.49369,-0.22263000000000002,-3.78318,0.31406999999999996,0.31937,-2.03914,-0.38603000000000004,0.70963
2.0255099999999997,3.1463099999999997,-0.02396,-0.11705,1.2838200000000002,-2.18132,-1.40002,1.9031099999999999,0.37983,0.87505,0.0027,-0.49428999999999995,-0.93929,14.476529999999999,0.23109000000000002,0.027410000000000004,0.06849,-1.66298,1.0,-1.22189,-3.46065,1.04401,0.17312,0.292,0.24795,0.15736,-0.59264,0.66577,3.0,1.11637,1.45386,0.15414,0.5511,3.19338,-0.51432,-4.8,0.2472,0.80656,-0.176,-5.65287,-5.55545,0.06897,0.53618,0.44473,-4.32651,0.49225,0.05577000000000001,-2.49824,4.35986,3.68742
2.148,3.19759,-0.02843,0.0,0.19495,1.2945799999999998,0.91789,0.29933000000000004,0.38461999999999996,0.8367399999999999,0.03912,-0.5,1.49985,14.882370000000002,0.18375,0.1336,-0.5172399999999999,-1.0661100000000001,-1.0,0.71092,-4.13021,0.7793899999999999,0.37633,0.30551,0.16564,0.27853,-0.9872,-1.34264,0.16667,1.27088,1.5669799999999998,1.30502,0.44911999999999996,-3.11718,-0.33624,-1.4,-0.3943,-1.57439,1.11824,-4.48168,5.75248,-0.6333300000000001,1.98479,-0.66632,-4.18636,0.49353,0.18925,-2.71912,3.45914,3.72286
-4.50291,2.83155,0.01017,0.0,0.29854,0.9547200000000001,-0.58604,0.6572899999999999,0.37501,0.75502,-0.0322,0.23209000000000002,0.20640999999999998,12.63904,0.10815999999999999,0.20152,0.5,-0.90143,1.0,-0.74245,-4.705080000000001,0.37849,-0.53179,0.32719000000000004,0.11462,0.38981,-0.71583,0.40712,-5.5,1.3382100000000001,1.18313,-0.20146,0.36745,3.84467,-0.44492,-0.6,-0.1803,0.48462,-0.15125,-6.04636,3.5686699999999996,-0.5,-1.04082,-0.55528,-5.37371,0.5,0.35003,-3.32122,4.1047400000000005,6.20589
-2.1085,3.0111,-0.03636,-0.014159999999999999,-0.13535,-1.37049,-1.22183,-0.0929,0.375,0.65286,-0.10074,0.34291,1.71202,8.06471,-0.00735,0.23087,1.4206299999999998,-1.6863,1.0,0.26744,-4.885730000000001,0.20698000000000003,-0.43461000000000005,0.30095,0.11462,0.41279,-0.12484,-1.00122,8.0,0.58381,1.10199,0.27338,-0.42848,1.37649,0.53088,-2.8,0.1551,-2.08451,1.65047,-5.77412,5.557980000000001,-0.6,1.13483,-0.77737,-3.7770699999999997,0.20016,-0.55001,-0.79869,2.50923,7.459289999999999
-3.9201300000000003,3.46584,-0.10288,-0.7940699999999999,1.16496,2.2922700000000003,2.49539,0.17575,0.37501,-0.4289,-0.0362,-0.28368000000000004,2.16247,13.157689999999999,-0.19462000000000002,0.09867000000000001,-1.8671200000000001,2.48917,-1.0,0.85051,-4.41133,0.41456000000000004,-0.02146,0.1637,-0.24774000000000002,0.16082,2.15999,1.5663,6.0,-0.014119999999999999,2.51402,0.36177,-0.8366600000000001,-2.54946,-2.86333,0.6,0.052629999999999996,0.52295,-1.30631,-5.93344,-4.56567,0.17240999999999998,0.20984,0.6664100000000001,-2.51874,-0.34917,-0.56752,2.3414099999999998,-6.38053,-0.9974299999999999
-2.4609400000000003,4.5066,-0.10489000000000001,0.0,0.4504,3.02146,3.4967099999999998,-1.74154,0.37975,-0.5308,0.018269999999999998,-0.5,1.95714,11.44695,-0.4377,0.01571,-0.42075,1.6746599999999998,-1.0,-0.55395,-2.25861,-0.26516999999999996,0.19339,-0.16692,-0.45808000000000004,-0.11054000000000001,3.3284300000000004,-1.5999299999999999,1.5,-0.32069000000000003,3.8060199999999997,0.45721000000000006,-0.9183899999999999,-0.81825,-0.32586,0.8,0.29864,-0.72473,-1.05845,-2.82251,4.76607,-0.36538000000000004,1.25476,-0.44438,0.5461199999999999,-0.23025,-0.44435,2.4967599999999996,-3.2577599999999998,-0.49643000000000004
0.4756,4.9685,-0.06785,-0.8358700000000001,-0.44695,3.29914,3.8391599999999997,1.03892,-0.67089,-0.61242,-0.0174,-0.06692000000000001,1.00505,9.47671,-0.60158,-0.11628,0.866,-1.31559,1.0,-2.02989,3.9263,0.05093,-0.16448,-0.47386000000000006,-0.81877,-0.29518,4.02688,-0.87985,-3.5,-1.19949,4.84609,-0.00992,-1.0,2.58379,0.46765,-5.2,0.42754,0.9315200000000001,-2.57357,-1.84933,-4.17205,0.06557,-0.6551,0.55586,-0.72964,-0.14495999999999998,-0.44428999999999996,1.49387,-4.81562,-1.00022
4.55344,5.36786,-0.02154,0.0,0.32374,3.6859800000000003,3.8215,0.034210000000000004,-0.7215199999999999,-0.71432,-0.0069900000000000006,-0.5,1.38161,13.622,-0.60259,-0.19897,-0.8963,1.34609,-1.0,0.53678,4.734380000000001,-0.10848,-0.13929,-0.67665,-0.9698399999999999,-0.41802,4.08807,1.2988,-4.0,-1.4284700000000001,5.2911,0.77933,-1.0,-4.22147,-0.69017,2.4,-0.5,-0.49012,-1.42726,4.629659999999999,2.7814200000000002,-0.3125,1.31349,-0.88946,-1.08622,-0.17665999999999998,-0.38877,1.5795,-3.62431,0.50669
-0.11084000000000001,5.32886,-0.02192,-0.42144,-1.4559799999999998,3.4348,3.63246,3.90585,-0.79487,-0.8165100000000001,0.00571,0.5,0.7506,13.26955,-0.66693,-0.25956999999999997,0.55053,-0.04111,1.0,-1.20802,5.5888800000000005,-0.8614299999999999,0.28669,-0.8001699999999999,-1.1537600000000001,-0.53035,4.20516,-0.63146,2.5,-1.6835900000000001,5.50874,-3.09317,-0.9796,6.6664699999999995,1.06695,1.8,0.3762,3.287,-4.27206,3.4466300000000003,-6.75005,-0.00909,-2.39321,0.77723,-1.0852600000000001,-0.05562,-0.38882,1.0575299999999999,0.26316,-4.06325
-2.18687,4.696619999999999,0.00924,0.20590999999999998,-0.52549,2.67837,2.7648599999999997,-1.82119,-0.79486,-0.81611,0.014280000000000001,0.41644,-0.9632,14.50111,-0.71643,-0.31811999999999996,0.01429,1.829,-1.0,0.31351,5.75277,-0.8315899999999999,0.25014000000000003,-0.6934100000000001,-1.05379,-0.53445,3.5510699999999997,1.51599,3.0,-1.74295,4.67431,-0.05517999999999999,-0.89781,0.2617,-0.58009,3.6,-0.17936,-0.94926,0.0281,5.39979,-2.58085,0.41791000000000006,0.79395,-0.44453000000000004,2.15727,-0.3233,-0.39521,2.49238,-3.58874,-5.1859
-2.5258700000000003,4.41901,0.05739,0.0,-0.5069899999999999,2.21245,2.4615,2.91679,-0.8987299999999999,-0.81602,0.0429,0.13412000000000002,-0.0694,16.14534,-0.77268,-0.36265,-0.5604,1.10525,-0.49998000000000004,0.55319,5.64954,-0.60442,0.7471,-0.70733,-0.9747399999999999,-0.5494600000000001,3.36671,0.57108,4.0,-1.75052,4.07471,-0.57622,-0.75557,1.6019,-0.25165,-3.4,-0.32292,1.8018,-0.97525,-2.3850599999999997,-6.55204,-0.29268,-1.02283,-0.11105999999999999,3.9999,-0.5,-0.35131,3.4067199999999995,-7.60929,-8.75603
